"Reporting starts","Reporting ends","Ad name","Date created","Attribution setting","Amount spent (USD)","Cost per results","Result indicator",Purchases,"Purchase ROAS (return on ad spend)","CPM (cost per 1,000 impressions) (USD)","CPC (cost per link click) (USD)","Unique CTR (link click-through rate)",Reach,Impressions,Hook,Hold
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",19.68,19.68,actions:offsite_conversion.fb_pixel_purchase,1,3.047256,3.314805,0.302769,1.052632,5890,5937,0.08118578,0.02509685
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",17.36,,,,,3.63408,0.327547,1.101928,4719,4777,0.07431442,0.02281767
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",17.28,17.28,actions:offsite_conversion.fb_pixel_purchase,1,3.470486,3.548983,0.32,1.125234,4799,4869,0.07516944,0.0248511
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",24.65,12.325,actions:offsite_conversion.fb_pixel_purchase,2,4.622718,3.496454,0.465094,0.748899,6810,7050,0.07843972,0.02751773
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",19.52,,,,,3.474546,0.361481,0.962224,5612,5618,0.0742257,0.02367391
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",24.97,12.485,actions:offsite_conversion.fb_pixel_purchase,2,6.485382,3.596428,0.378333,0.963504,6850,6943,0.07532767,0.024053
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",25,25,actions:offsite_conversion.fb_pixel_purchase,1,2.3988,3.367457,0.352113,0.962596,7272,7424,0.08001078,0.02720905
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",19.52,,,,,3.497581,0.406667,0.85579,5492,5581,0.07597205,0.02454757
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",19.65,,,,,3.681844,0.418085,0.870553,5284,5337,0.07326213,0.02566985
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",19.59,,,,,3.294652,0.343684,0.977366,5832,5946,0.07887656,0.02640431
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",17.4,,,,,3.699766,0.404651,0.926125,4643,4703,0.07548373,0.02636615
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",19.57,,,,,3.658628,0.455116,0.829155,5186,5349,0.07309778,0.0220602
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",17.51,17.51,actions:offsite_conversion.fb_pixel_purchase,1,3.4249,3.565465,0.336731,1.011143,4846,4911,0.07187945,0.02504582
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",19.66,,,,,3.386736,0.338966,1.033868,5610,5805,0.07820844,0.02497847
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",19.72,,,,,3.556357,0.372075,0.978943,5414,5545,0.0833183,0.0270514
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",17.44,,,,,3.205882,0.285902,1.122149,5436,5440,0.08713235,0.02996324
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",19.86,,,,,3.59913,0.33661,1.079005,5468,5518,0.07774556,0.02591519
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",17.31,,,,,3.669705,0.72125,0.516018,4651,4717,0.06826373,0.01950392
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",24.81,12.405,actions:offsite_conversion.fb_pixel_purchase,2,4.713825,3.733634,0.468113,0.81139,6532,6645,0.07103085,0.02468021
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",0.02,,,,,10,,0,2,2,,
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",17.41,,,,,3.458482,0.355306,0.985123,4974,5034,0.07628129,0.02483115
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",24.69,12.345,actions:offsite_conversion.fb_pixel_purchase,2,4.615229,3.627149,0.347746,1.041047,6724,6807,0.07712649,0.02482738
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",19.85,,,,,3.675926,0.431522,0.861739,5222,5400,0.07166667,0.02203704
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",17.4,,,,,3.40309,0.58,0.60778,4936,5113,0.07158224,0.02210053
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",19.62,,,,,3.34185,0.384706,0.886648,5752,5871,0.07749957,0.024868
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",24.73,12.365,actions:offsite_conversion.fb_pixel_purchase,2,6.548322,3.661534,0.369104,1.033951,6480,6754,0.08276577,0.02502221
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",19.67,,,,,3.647997,0.378269,0.982244,5294,5392,0.07585312,0.02559347
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",17.34,,,,,3.575258,0.34,1.044932,4785,4850,0.0785567,0.02371134
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",24.67,8.2233333333333,actions:offsite_conversion.fb_pixel_purchase,3,6.928253,3.569155,0.308375,1.190476,6720,6912,0.06872106,0.02560764
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",0.01,,,,,1.666667,,0,6,6,,
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",19.53,,,,,3.586118,0.476341,0.752846,5446,5446,0.07142857,0.01983107
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",0.02,,,,,1.176471,,0,17,17,0.11764706,
2019-12-30,2023-01-30,"lil uzi",2020-04-25,"28-day click or 1-day view",31.97,,,,,3.676826,0.385181,0.959759,8648,8695,0.29695227,0.05301898
2019-12-30,2023-01-30,"after hours",2020-04-25,"28-day click or 1-day view",9.73,,,,,4.61575,0.294848,1.61844,2039,2108,0.20018975,0.02134725
2019-12-30,2023-01-30,"lil uzi",2020-04-25,"28-day click or 1-day view",18.71,,,,,3.739756,0.340182,1.111111,4950,5003,0.28922646,0.05896462
2019-12-30,2023-01-30,"lil uzi",2020-04-25,"28-day click or 1-day view",82.32,27.44,actions:offsite_conversion.fb_pixel_purchase,3,2.185496,3.520958,0.269902,1.300379,23224,23380,0.2953379,0.05650128
2019-12-30,2023-01-30,"after hours",2020-04-25,"28-day click or 1-day view",19.62,19.62,actions:offsite_conversion.fb_pixel_purchase,1,3.056575,3.189207,0.545,0.623485,5774,6152,0.14076723,0.01397919
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",57.92,57.92,actions:offsite_conversion.fb_pixel_purchase,1,1.035394,2.876297,0.309733,0.942583,19733,20137,0.07354621,0.02552515
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",131.7,32.925,actions:offsite_conversion.fb_pixel_purchase,4,1.821412,3.476952,0.331738,1.045462,37878,37878,0.0770632,0.02647975
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",108.81,54.405,actions:offsite_conversion.fb_pixel_purchase,2,1.102288,2.812282,0.294878,0.949729,38432,38691,0.07086919,0.02426921
2019-12-30,2023-01-30,"after hours",2020-04-25,"28-day click or 1-day view",9.68,,,,,4.844845,0.372308,1.326531,1960,1998,0.21071071,0.02902903
2019-12-30,2023-01-30,"lil uzi",2020-04-25,"28-day click or 1-day view",80.99,80.99,actions:offsite_conversion.fb_pixel_purchase,1,0.740462,3.377539,0.346111,1.049079,21924,23979,0.24517286,0.04345469
2019-12-30,2023-01-30,"lil uzi",2020-04-25,"28-day click or 1-day view",29.47,,,,,3.859856,0.303814,1.257612,7554,7635,0.28631303,0.0513425
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",217.72,24.191111111111,actions:offsite_conversion.fb_pixel_purchase,9,2.671918,3.765544,0.342327,1.107173,56992,57819,0.077414,0.02620246
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",398.54,19.927,actions:offsite_conversion.fb_pixel_purchase,20,3.325639,3.556615,0.349903,1.049104,107425,112056,0.07633683,0.02629935
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",127.48,31.87,actions:offsite_conversion.fb_pixel_purchase,4,1.834719,3.446989,0.320302,1.073986,36872,36983,0.08025309,0.0285807
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",204.58,20.458,actions:offsite_conversion.fb_pixel_purchase,10,2.843484,3.67322,0.346746,1.048645,54928,55695,0.07812191,0.02736332
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",110.47,13.80875,actions:offsite_conversion.fb_pixel_purchase,8,4.723092,3.520283,0.34739,0.997419,31381,31381,0.07794525,0.0253338
2019-12-30,2023-01-30,"projector glitch",2020-04-25,"28-day click or 1-day view",11.71,,,,,5.884422,0.532273,1.062699,1882,1990,0.1,0.03417085
2019-12-30,2023-01-30,"after hours",2020-04-25,"28-day click or 1-day view",64.02,32.01,actions:offsite_conversion.fb_pixel_purchase,2,2.529522,4.938291,0.376588,1.495495,11100,12964,0.1694693,0.02082691
2019-12-30,2023-01-30,"weeknd - Copy",2020-04-25,"28-day click or 1-day view",0.69,,,,,6.571429,,0,101,105,0.14285714,0.04761905
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",338.25,24.160714285714,actions:offsite_conversion.fb_pixel_purchase,14,2.482129,2.33099,0.302279,0.779148,142335,145110,0.07353043,0.02336848
2019-12-30,2023-01-30,"weeknd - Copy",2020-04-25,"28-day click or 1-day view",0.12,,,,,3.870968,,0,31,31,0.03225806,
2019-12-30,2023-01-30,"weeknd - Copy",2020-04-25,"28-day click or 1-day view",1.7,,,,,5.610561,1.7,0.338983,295,303,0.07260726,0.02640264
2019-12-30,2023-01-30,"lil uzi",2020-04-25,"28-day click or 1-day view",23.39,,,,,3.738811,0.37127,1.018429,6186,6256,0.28500639,0.05546675
2019-12-30,2023-01-30,weeknd,2020-04-25,"28-day click or 1-day view",249.65,49.93,actions:offsite_conversion.fb_pixel_purchase,5,1.537553,3.625893,0.390078,0.930788,67792,68852,0.08050601,0.0271597
2019-12-30,2023-01-30,"projector glitch",2020-04-25,"28-day click or 1-day view",3.37,,,,,5.964602,0.42125,1.449275,552,565,0.09557522,0.03716814
2019-12-30,2023-01-30,"weeknd - Copy",2020-04-25,"28-day click or 1-day view",0.13,,,,,4.193548,,0,31,31,0.06451613,
2019-12-30,2023-01-30,weeknd,2020-04-25,"28-day click or 1-day view",24.11,,,,,4.021685,0.395246,1.062348,5742,5995,0.08440367,0.02852377
2019-12-30,2023-01-30,"projector glitch",2020-04-25,"28-day click or 1-day view",19.33,,,,,3.288534,0.411277,0.819958,5732,5878,0.08880572,0.02398775
2019-12-30,2023-01-30,"after hours",2020-04-25,"28-day click or 1-day view",6.14,,,,,5.556561,0.409333,1.390176,1079,1105,0.2,0.03076923
2019-12-30,2023-01-30,weeknd,2020-04-25,"28-day click or 1-day view",40.6,10.15,actions:offsite_conversion.fb_pixel_purchase,4,11.375862,3.902345,0.375926,1.042908,10068,10404,0.07554787,0.02518262
2019-12-30,2023-01-30,"after hours",2020-04-25,"28-day click or 1-day view",8.94,,,,,4.687992,0.308276,1.560818,1858,1907,0.20713162,0.02045097
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",47.02,47.02,actions:offsite_conversion.fb_pixel_purchase,1,1.275415,3.036487,0.30732,0.996831,15148,15485,0.07768809,0.02770423
2019-12-30,2023-01-30,weeknd,2020-04-25,"28-day click or 1-day view",69.24,69.24,actions:offsite_conversion.fb_pixel_purchase,1,0.866118,2.806193,0.395657,0.73854,23560,24674,0.07291076,0.02476291
2019-12-30,2023-01-30,weeknd,2020-04-25,"28-day click or 1-day view",12.92,,,,,3.855566,0.307619,1.281269,3278,3351,0.07579827,0.02447031
2019-12-30,2023-01-30,"weeknd - Copy",2020-04-25,"28-day click or 1-day view",0.23,,,,,8.214286,0.23,3.703704,27,28,0.07142857,
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",148.28,29.656,actions:offsite_conversion.fb_pixel_purchase,5,2.305436,2.469975,0.299556,0.816885,59984,60033,0.07229357,0.02257092
2019-12-30,2023-01-30,weeknd,2020-04-25,"28-day click or 1-day view",31.02,7.755,actions:offsite_conversion.fb_pixel_purchase,4,7.733075,4.018655,0.408158,0.982962,7630,7719,0.07578702,0.02513279
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",152.71,21.815714285714,actions:offsite_conversion.fb_pixel_purchase,7,2.748936,3.439027,0.343169,1.005435,44160,44405,0.07433848,0.02549262
2019-12-30,2023-01-30,"galaxy feed",2020-04-25,"28-day click or 1-day view",8.57,,,,,12.456395,2.1425,0.589102,679,688,0.2005814,0.02325581
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",81.98,40.99,actions:offsite_conversion.fb_pixel_purchase,2,1.46304,2.342687,0.295957,0.794305,33992,34994,0.06764017,0.02180374
2019-12-30,2023-01-30,"projector glitch",2020-04-25,"28-day click or 1-day view",24.28,,,,,4.006601,0.592195,0.695387,5896,6060,0.08267327,0.02376238
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",136.88,19.554285714286,actions:offsite_conversion.fb_pixel_purchase,7,3.987361,3.512265,0.346532,1.023392,38304,38972,0.07813302,0.02617264
2019-12-30,2023-01-30,"galaxy feed",2020-04-25,"28-day click or 1-day view",84.44,,,,,11.535519,1.111053,1.204223,6062,7320,0.1760929,0.02144809
2019-12-30,2023-01-30,"after hours",2020-04-25,"28-day click or 1-day view",28.77,,,,,11.416667,0.822,1.613647,2169,2520,0.15833333,0.0202381
2019-12-30,2023-01-30,"after hours",2020-04-25,"28-day click or 1-day view",2.74,,,,,10.96,0.913333,1.229508,244,250,0.148,0.024
2019-12-30,2023-01-30,"projector glitch",2020-04-25,"28-day click or 1-day view",4.88,,,,,5.25296,0.813333,0.656455,914,929,0.07750269,0.02368138
2019-12-30,2023-01-30,"after hours",2020-04-25,"28-day click or 1-day view",1.67,,,,,12.37037,0.556667,2.255639,133,135,0.15555556,
2019-12-30,2023-01-30,"projector glitch",2020-04-25,"28-day click or 1-day view",2.4,,,,,15.286624,0.8,1.923077,156,157,0.12101911,0.05732484
2019-12-30,2023-01-30,"projector glitch",2020-04-25,"28-day click or 1-day view",6.53,,,,,5.936364,0.593636,1.057692,1040,1100,0.09363636,0.03
2019-12-30,2023-01-30,"projector shake",2020-04-25,"28-day click or 1-day view",5.22,,,,,12.253521,0.522,2.427184,412,426,0.17840376,0.04225352
2019-12-30,2023-01-30,"cool transition",2020-04-25,"28-day click or 1-day view",1.38,,,,,11.219512,1.38,0.884956,113,123,0.16260163,0.02439024
2019-12-30,2023-01-30,"projector shake",2020-04-25,"28-day click or 1-day view",10.06,10.06,actions:offsite_conversion.fb_pixel_purchase,1,5.961233,12.419753,1.437143,0.948509,738,810,0.13333333,0.04074074
2019-12-30,2023-01-30,"galaxy feed",2020-04-25,"28-day click or 1-day view",9.8,,,,,11.95122,0.98,1.267427,789,820,0.21219512,0.03292683
2019-12-30,2023-01-30,"projector glitch",2020-04-25,"28-day click or 1-day view",1.76,,,,,15.855856,,0,109,111,0.0990991,0.02702703
2019-12-30,2023-01-30,"weeknd ig story",2020-04-25,"28-day click or 1-day view",5.29,,,,,11.066946,1.3225,0.856531,467,478,0.07949791,0.0334728
2019-12-30,2023-01-30,"cool transition",2020-04-25,"28-day click or 1-day view",0.28,,,,,14,0.28,5,20,20,0.3,0.05
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",90.9,18.18,actions:offsite_conversion.fb_pixel_purchase,5,3.29868,3.526947,0.380335,0.937303,25392,25773,0.07453537,0.02417258
2019-12-30,2023-01-30,"projector shake",2020-04-25,"28-day click or 1-day view",6.41,,,,,13.609342,0.641,2.217295,451,471,0.13375796,0.04246285
2019-12-30,2023-01-30,"projector glitch",2020-04-25,"28-day click or 1-day view",34.31,34.31,actions:offsite_conversion.fb_pixel_purchase,1,1.747887,13.845843,0.544603,3.01117,2059,2478,0.14124294,0.03631961
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",90.97,45.485,actions:offsite_conversion.fb_pixel_purchase,2,1.780147,3.539276,0.347214,1.019336,25703,25703,0.076956,0.02552231
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",103.03,25.7575,actions:offsite_conversion.fb_pixel_purchase,4,2.852179,2.190822,0.278459,0.813152,45256,47028,0.06785319,0.02109382
2019-12-30,2023-01-30,"cool transition",2020-04-25,"28-day click or 1-day view",0.23,,,,,7.1875,,0,31,32,0.21875,0.0625
2019-12-30,2023-01-30,"weeknd ig story",2020-04-25,"28-day click or 1-day view",6.6,,,,,13.894737,1.1,1.293103,464,475,0.08421053,0.03157895
2019-12-30,2023-01-30,"weeknd ig story",2020-04-25,"28-day click or 1-day view",30.16,,,,,10.752228,1.2064,1.032205,2422,2805,0.08128342,0.03458111
2019-12-30,2023-01-30,weekend,2020-04-25,"28-day click or 1-day view",125.45,62.725,actions:offsite_conversion.fb_pixel_purchase,2,1.625668,3.444725,0.312065,1.141031,35056,36418,0.07595145,0.02600362
2019-12-30,2023-01-30,weekend,2020-04-29,"28-day click or 1-day view",20.63,,,,,2.543146,0.303382,0.859671,7910,8112,0.07051282,0.02305227
2019-12-30,2023-01-30,weekend,2020-04-29,"28-day click or 1-day view",19.31,,,,,2.449886,0.321833,0.75894,7774,7882,0.06825679,0.02194874
2019-12-30,2023-01-30,"projector glitch",2020-04-29,"28-day click or 1-day view",1.21,,,,,6.836158,,0,176,177,0.11864407,0.06214689
2019-12-30,2023-01-30,weekend,2020-04-29,"28-day click or 1-day view",20.56,,,,,2.487899,0.326349,0.787303,8002,8264,0.07103098,0.02214424
2019-12-30,2023-01-30,weekend,2020-04-29,"28-day click or 1-day view",20.6,20.6,actions:offsite_conversion.fb_pixel_purchase,1,2.911165,2.393123,0.290141,0.845819,8276,8608,0.07156134,0.0268355
2019-12-30,2023-01-30,weekend,2020-04-29,"28-day click or 1-day view",20.56,,,,,2.192599,0.274133,0.802777,9218,9377,0.07070492,0.02164871
2019-12-30,2023-01-30,weekend,2020-04-29,"28-day click or 1-day view",20.54,20.54,actions:offsite_conversion.fb_pixel_purchase,1,2.919669,2.354964,0.326032,0.742049,8490,8722,0.06661316,0.02075212
2019-12-30,2023-01-30,weekend,2020-04-29,"28-day click or 1-day view",20.56,20.56,actions:offsite_conversion.fb_pixel_purchase,1,2.916829,2.406085,0.326349,0.745013,8322,8545,0.06752487,0.02129901
2019-12-30,2023-01-30,weekend,2020-04-29,"28-day click or 1-day view",20.55,6.85,actions:offsite_conversion.fb_pixel_purchase,3,10.79854,2.532348,0.302206,0.853199,7970,8115,0.06987061,0.02279729
2019-12-30,2023-01-30,weekend,2020-04-29,"28-day click or 1-day view",20.66,20.66,actions:offsite_conversion.fb_pixel_purchase,1,2.902711,2.25128,0.283014,0.80574,9060,9177,0.0675602,0.02026806
2019-12-30,2023-01-30,weekend,2020-04-29,"28-day click or 1-day view",20.55,,,,,2.595352,0.244643,1.078582,7788,7918,0.07173529,0.0253852
2019-12-30,2023-01-30,weekend,2020-04-29,"28-day click or 1-day view",20.57,,,,,2.404723,0.257125,0.951022,8412,8554,0.06979191,0.02186112
2019-12-30,2023-01-30,weekend,2020-04-29,"28-day click or 1-day view",24.37,24.37,actions:offsite_conversion.fb_pixel_purchase,1,2.460812,2.356867,0.262043,0.910872,10210,10340,0.07030948,0.02301741
2019-12-30,2023-01-30,weekend,2020-04-29,"28-day click or 1-day view",4.36,,,,,3.716965,0.545,0.59778,1171,1173,0.08184143,0.02728048
2019-12-30,2023-01-30,weekend,2020-04-29,"28-day click or 1-day view",4.48,,,,,3.872083,0.28,1.297578,1156,1157,0.07087295,0.019879
2019-12-30,2023-01-30,weekend,2020-04-29,"28-day click or 1-day view",4.51,,,,,3.596491,0.281875,1.278977,1251,1254,0.08931419,0.02551834
2019-12-30,2023-01-30,weekend,2020-04-29,"28-day click or 1-day view",4.48,,,,,3.657143,0.746667,0.489796,1225,1225,0.0644898,0.02530612
2019-12-30,2023-01-30,weekend,2020-04-29,"28-day click or 1-day view",4.5,,,,,3.574265,0.45,0.796178,1256,1259,0.0675139,0.02700556
2019-12-30,2023-01-30,weekend,2020-04-29,"28-day click or 1-day view",4.58,2.29,actions:offsite_conversion.fb_pixel_purchase,2,26.187773,3.807149,0.269412,1.419032,1198,1203,0.0964256,0.04156276
2019-12-30,2023-01-30,weekend,2020-04-29,"28-day click or 1-day view",4.5,,,,,3.388554,0.45,0.75643,1322,1328,0.07680723,0.02786145
2019-12-30,2023-01-30,weekend,2020-04-29,"28-day click or 1-day view",4.55,,,,,3.491942,0.455,0.692308,1300,1303,0.06753645,0.01688411
2019-12-30,2023-01-30,weekend,2020-04-29,"28-day click or 1-day view",4.48,4.48,actions:offsite_conversion.fb_pixel_purchase,1,13.386161,3.569721,0.32,1.119105,1251,1255,0.07011952,0.02390438
2019-12-30,2023-01-30,"weeknd - Copy",2020-04-25,"28-day click or 1-day view",4.43,,,,,4.231137,0.738333,0.578592,1037,1047,0.09455587,0.0286533
2019-12-30,2023-01-30,weekend,2020-04-29,"28-day click or 1-day view",4.49,,,,,3.546603,0.374167,0.949367,1264,1266,0.07424961,0.02606635
2019-12-30,2023-01-30,weekend,2020-04-29,"28-day click or 1-day view",3.17,,,,,3.856448,0.317,1.219512,820,822,0.07542579,0.02068127
2019-12-30,2023-01-30,"projector glitch",2020-04-29,"28-day click or 1-day view",1.23,,,,,8.2,0.41,2.040816,147,150,0.10666667,0.03333333
2019-12-30,2023-01-30,weekend,2020-04-29,"28-day click or 1-day view",23.54,23.54,actions:offsite_conversion.fb_pixel_purchase,1,4.331776,2.383074,0.273721,0.885685,9710,9878,0.0678275,0.02267666
2019-12-30,2023-01-30,weekend,2020-04-29,"28-day click or 1-day view",38.88,12.96,actions:offsite_conversion.fb_pixel_purchase,3,5.707562,2.343016,0.2592,0.914407,16076,16594,0.06743401,0.02241774
